Sample_ref,Fec_s_weight,Fecundity_by,FishLength,FishWeight,FultonK,GSI,Ooc_no,OocyteDensity,OvaryWeight,PotentialFecundity,RelativeFecundity,max_dia,mean_dia,min_dia,n_dia,p5_dia,p50_dia,p95_dia,sd_dia,Age,CalendarDay,Campaign,Country,HaulID,Maturity Walsh,Maturity WKMATCH 2012 revised,Notes,SamplingApproach,Ship,StartLatitude,StartLongitude,SurveyPeriod,Fecundity_H,Oocyte_stage_H,Fecundity_W,Sample_letter,Latitude_rounded
A053,26,AZTI,35,321,0.748688047,3.582554517,873,33576.92308,11.5,386134.6154,1202.911574,586,339.4456,187,873,206,322,503,96.33848,,75,45CE_2022,IE,4,2,,,R,45CE,51.2518,-10.3959,3,yes,3,no,A,51
C005,26,AZTI,36.2,365.2,0.769848127,4.21686747,810,31153.84615,15.4,479769.2308,1313.716404,839,375.1407,250,405,260,330,723,133.5917,8,104,0222H,GB-SCT,AE22001,4,,OVARIES SLACK,,746A,59.0846,-7.0711,4,yes,4,yes,C,59
C041,26,AZTI,35.6,322,0.713683864,8.602484472,368,14153.84615,27.7,392061.5385,1217.582418,891,578.3246,190,191,355,575,798,148.8914,6,105,0222H,GB-SCT,AE22002,3,,,,746A,58.1323,-8.5055,4,yes,4,yes,C,58
C137,26,AZTI,38.3,377.6,0.672102737,4.819915254,781,30038.46154,18.2,546700,1447.82839,871,439.1506,251,312,271,369,771,172.7575,10,111,0222H,GB-SCT,AE22006,4,,E6,,746A,59.5114,-5.1075,4,yes,3,yes,C,60
G077,26,AZTI,39.2,405,0.672352187,6.024691358,800,30769.23077,24.4,750769.2308,1853.751187,787,380.8841,251,578,267,361.5,651,100.835,12,104,WH455,DE,196,4,3a,,R,Walther Herwig III,51.12,-10.2,4,yes,3,yes,G,51
G125,26,AZTI,38.2,403,0.722961146,5.558312655,393,15115.38462,22.4,338584.6154,840.1603359,789,442.6655,253,287,274,388,750,167.339,9,105,WH455,DE,206,5,3b,,R,Walther Herwig III,52.2,-11.34,4,yes,4,no,G,52
G149,26,AZTI,39,389,0.655776395,4.473007712,540,20769.23077,17.4,361384.6154,929.009294,786,357.9255,190,537,190,315,658,143.293,11,105,WH455,DE,206,5,3b,,R,Walther Herwig III,52.2,-11.34,4,yes,4,no,G,52
K005,52,AZTI,38.6,416,0.723321571,7.403846154,891,17134.61538,30.8,527746.1538,1268.620562,769,462.0543,251,682,279,430,708,131.9785,9,74,MEGS_1,ES,1,3,,,R,29RM,46.75,-4.89,3,yes,4,yes,K,47
K017,52,AZTI,39.5,424.8,0.689276102,6.191148776,972,18692.30769,26.3,491607.6923,1157.268579,764,390.5361,189,970,190,372,662,145.8429,11,74,MEGS_1,ES,1,5,,,R,29RM,46.75,-4.89,3,yes,3,yes,K,47
K029,52,AZTI,39.7,442.4,0.707039371,7.572332731,1039,19980.76923,33.5,669355.7692,1513.010328,753,360.7517,185,1035,190,298,695,160.0835,8,74,MEGS_1,ES,1,3,,,R,29RM,46.75,-4.89,3,yes,4,yes,K,47
K041,52,AZTI,39.3,384,0.632635522,8.828125,829,15942.30769,33.9,540444.2308,1407.406851,828,403.1125,190,818,190,326.5,746,187.2016,8,74,MEGS_1,ES,1,3,,,R,29RM,46.75,-4.89,3,yes,4,yes,K,47
K101,52,AZTI,35.1,284,0.656745326,6.161971831,1009,19403.84615,17.5,339567.3077,1195.659534,669,352.7073,189,1008,190,304,606,130.7042,5,82,MEGS_1,ES,3,3,,,R,29RM,46.92,-7.12,3,yes,3,yes,K,47
O017,52,AZTI,26.5,137,0.736178187,3.664233577,822,15807.69231,5.02,79354.61538,579.2307692,546,394.6635,251,416,264,407.5,494,73.72879,,33,29VE_2022,PT,9,,,,R,29VE,37.96833333,-8.983333333,2,yes,3,yes,O,38
Q017,26,AZTI,41.2,521,0.744982507,2.552783109,659,25346.15385,13.3,337103.8462,647.0323343,574,390.4282,251,383,287,402,470,60.08767,11,145,2220,FO,22200063,3,,,R,FORS,60.741,-8.0406,5,yes,3,no,Q,61
X005,26,AZTI,39.6,540,0.869577316,3.055555556,956,36769.23077,16.5,606692.3077,1123.504274,573,370.5055,250,546,262,379.5,476,68.42587,10,31,PFA sampling,NL,2022032_2,3,Bb,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",R,74YB,59.6,-5.25,2,yes,4,yes,X,60
X017,26,AZTI,37.4,420,0.802850133,3.666666667,905,34807.69231,15.4,536038.4615,1276.282051,559,309.1796,190,902,190,283.5,498,104.4158,7,41,PFA sampling,NL,2022032_12,3,Bb,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",R,74YB,58.36666667,-8.166666667,2,yes,3,yes,X,58
X029,26,AZTI,37.5,430,0.815407407,3.930232558,972,37384.61538,16.9,631800,1469.302326,594,314.2485,189,970,190,295,504,98.20972,7,42,PFA sampling,NL,2022032_14,3,Bb,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",R,74YB,58.18333333,-8.85,2,yes,4,yes,X,58
X041,52,AZTI,36,380,0.814471879,2.842105263,1020,19615.38462,10.8,211846.1538,557.4898785,496,294.802,188,1020,190,286,445.5,82.84336,9,45,PFA sampling,NL,2022032_19,3,Bb,"SampleA two pipette samples in the tube. Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",R,74YB,57.76666667,-9.366666667,2,yes,3,no,X,58
X053,26,AZTI,39.5,402,0.652281057,6.71641791,586,22538.46154,27,608538.4615,1513.777268,680,430.7299,251,348,266,425.5,645,109.4507,7,62,PFA sampling,NL,2022033_03,3,Bb,Ovary weigth taken on board,R,74YB,54.63333333,-10.41666667,2,yes,3,yes,X,55
X065,26,AZTI,38.3,394,0.701293639,5.329949239,703,27038.46154,21,567807.6923,1441.136275,693,396.3179,251,390,277,395.5,536,79.5339,6,63,PFA sampling,NL,2022033_04,3,Bb,Ovary weigth taken on board,R,74YB,54.65,-10.36666667,2,yes,4,yes,X,55
X077,26,AZTI,36.4,338,0.700829782,6.804733728,545,20961.53846,23,482115.3846,1426.376878,741,477.2013,255,308,283,461.5,690,126.2027,6,63,PFA sampling,NL,2022033_05,3,Bb,Ovary weigth taken on board,R,74YB,54.63333333,-10.4,2,yes,3,yes,X,55
X089,26,AZTI,39.1,431,0.721019479,5.800464037,675,25961.53846,25,649038.4615,1505.889702,666,411.5491,251,428,266,404,610,99.41268,6,64,PFA sampling,NL,2022033_06,3,Bb,Ovary weigth taken on board,R,74YB,54.66666667,-10.4,2,yes,4,no,X,55
X101,26,AZTI,33.3,263,0.712234568,5.323193916,613,23576.92308,14,330076.9231,1255.045335,627,445.288,251,382,270,445.5,605,105.8202,4,64,PFA sampling,NL,2022033_07,3,Bb,Ovary weigth taken on board,R,74YB,54.65,-10.4,2,yes,4,yes,X,55
X113,26,AZTI,37.4,354,0.676687969,7.627118644,397,15269.23077,27,412269.2308,1164.602347,770,494.5876,250,274,285,477,720,137.7579,5,65,PFA sampling,NL,2022033_08,3,Bb,Ovary weigth taken on board,R,74YB,54.66666667,-10.36666667,3,yes,3,no,X,55
X125,26,AZTI,40,461,0.7203125,5.856832972,583,22423.07692,27,605423.0769,1313.282163,681,416.6555,252,447,272,408,590,104.349,9,66,PFA sampling,NL,2022033_11,3,Bb,Ovary weigth taken on board,R,74YB,54.5,-10.56666667,3,yes,4,no,X,55
X161,26,AZTI,39,375,0.632175188,7.466666667,600,23076.92308,28,646153.8462,1723.076923,700,446.0628,254,382,297,441,640,100.3675,8,68,PFA sampling,NL,2022033_15,3,Bb,Ovary weigth taken on board,R,74YB,54.03333333,-10.83333333,3,yes,4,yes,X,54
X173,26,AZTI,35.9,318,0.687295933,9.119496855,430,16538.46154,29,479615.3846,1508.22448,673,460.55,251,320,274,464.5,638,120.2626,6,68,PFA sampling,NL,2022033_15,3,Bb,Ovary weigth taken on board,R,74YB,54.03333333,-10.83333333,3,yes,3,yes,X,54
X209,26,AZTI,39.5,425,0.68960062,7.529411765,768,29538.46154,32,945230.7692,2224.072398,703,397.9245,250,477,261,382,620,106.8227,8,70,PFA sampling,NL,2022033_19,3,Bb,Ovary weigth taken on board,R,74YB,54.01666667,-11,3,yes,3,yes,X,54
X221,26,AZTI,36.7,338,0.683783328,3.846153846,731,28115.38462,13,365500,1081.360947,595,416.6266,250,466,264,425,538,84.70509,5,70,PFA sampling,NL,2022033_20,3,Bb,Ovary weigth taken on board,R,74YB,53.81666667,-11,3,yes,4,no,X,54
X233,26,AZTI,36.7,333,0.67366819,7.507507508,482,18538.46154,25,463461.5385,1391.776392,700,459.8754,252,297,267,448,670,132.1525,2,70,PFA sampling,NL,2022033_20,3,Bb,Ovary weigth taken on board,R,74YB,53.81666667,-11,3,yes,3,yes,X,54
X257,26,AZTI,37.5,357,0.676977778,10.08403361,432,16615.38462,36,598153.8462,1675.50097,779,457.9577,250,307,272,436,726,147.0614,9,71,PFA sampling,NL,2022033_24,3,Bb,Ovary weigth taken on board,R,74YB,53.7,-11.2,3,yes,4,yes,X,54
X269,26,AZTI,40.3,477,0.728791402,7.547169811,519,19961.53846,36,718615.3846,1506.531205,754,457.2736,258,329,276,429,709,139.676,6,71,PFA sampling,NL,2022033_24,3,Bb,Maybe Walsh scale 4. Ovary weigth taken on board,R,74YB,53.7,-11.2,3,yes,3,no,X,54
X293,26,AZTI,35.1,334,0.772369503,8.383233533,585,22500,28,630000,1886.227545,723,434.9449,250,363,267,417,693,139.1535,5,72,PFA sampling,NL,2022033_26,3,Bb,Ovary weigth taken on board,R,74YB,53.91666667,-10.9,3,yes,4,yes,X,54
X317,26,AZTI,36.2,341,0.718834094,8.504398827,467,17961.53846,29,520884.6154,1527.520866,731,467.7261,256,303,275,447,679,133.4809,5,73,PFA sampling,NL,2022033_29,3,Bb,Ovary weigth taken on board,R,74YB,53.63333333,-11.05,3,yes,3,no,X,54
X341,26,AZTI,38.8,414,0.708769735,6.280193237,562,21615.38462,26,562000,1357.487923,711,460.9415,252,359,275,464,669,119.2392,9,74,PFA sampling,NL,2022033_32,3,Bb,Ovary weigth taken on board,R,74YB,53.65,-11.06666667,3,yes,4,yes,X,54
X503,26,AZTI,39.6,406,0.653793315,9.113300493,393,15115.38462,37,559269.2308,1377.510421,763,476.7138,254,297,286,454,714,138.7576,7,75,PFA sampling,NL,2022033_34,3,Bb,Ovary weigth taken on board,R,74YB,53.66666667,-11.06666667,3,yes,3,yes,X,54
X515,26,AZTI,35.9,334,0.721876861,9.281437126,404,15538.46154,31,481692.3077,1442.192538,775,471.0237,251,295,282,447,721,143.8065,10,75,PFA sampling,NL,2022033_35,3,Bb,Ovary weigth taken on board,R,74YB,53.75,-10.93333333,3,yes,4,yes,X,54
X527,26,AZTI,39.6,432,0.695661853,8.796296296,400,15384.61538,38,584615.3846,1353.276353,816,520.159,267,195,291,497,765,169.9473,8,75,PFA sampling,NL,2022033_36,3,Bb,Ovary weigth taken on board,R,74YB,53.68333333,-11.08333333,3,yes,4,yes,X,54
